Object Name,Discovery Year,host name
OGLE-TR-56,2013,OGLE-TR-56
OGLE-TR-56 b,2013,HATS-49
ome Ser,2016,ome Ser
ome Ser b,2016,CoRoT-6
omi CrB,2016,omi CrB
omi CrB b,2016,Gaia22dkvL
omi UMa,2016,omi UMa
omi UMa b,2016,WD 0806-661
Oph 11,2013,Oph 11
Oph 11 b,2013,NGTS-26
PDS 70,2013,PDS 70
PDS 70 b,2013,LHS 1815
PDS 70 c,2013,Kepler-633
PH1,2013,PH1
PH1 b,2013,Kepler-1009
PH2,2018,PH2
PH2 b,2018,Kepler-1020
pi Men c,2016,HATS-39
pi Men d,2016,HD 39091
POTS-1,2014,POTS-1
POTS-1 b,2014,HIP 39017
Pr0201,2013,Pr0201
Pr0201 b,2013,Kepler-67
Pr0211,2022,Pr0211
Pr0211 b,2022,Kepler-764
Pr0211 c,2022,GJ 27.1
Proxima Cen b,2018,Kepler-10
psi1 Dra,2016,psi1 Dra B
psi1 Dra B b,2016,TOI-782
PSR B0329+54,2024,PSR B0329+54
PSR B0329+54 b,2024,HIP 114933
PSR B1257+12,2011,PSR B1257+12
PSR B1257+12 b,2011,HIP 107772
PSR B1257+12 c,2011,HD 95872
PSR B1257+12 d,2022,TOI-564
PSR B1620-26,2022,PSR B1620-26
PSR B1620-26 b,2022,TOI-1194
PSR J1719-1438,2013,PSR J1719-1438
PSR J1719-1438 b,2013,BD-06 1339
PSR J2322-2650,2013,PSR J2322-2650
PSR J2322-2650 b,2013,Kepler-760
PZ Tel,2013,PZ Tel
PZ Tel b,2013,Kepler-1012
Qatar-1,2014,Qatar-1
Qatar-1 b,2014,OGLE-2017-BLG-1140L
Qatar-10,2011,Qatar-10
Qatar-10 b,2011,GJ 4276
Qatar-2,2011,Qatar-2
Qatar-2 b,2011,TOI-1064
Qatar-3,2011,Qatar-3
Qatar-3 b,2023,Kepler-834
Qatar-4,2014,Qatar-4
Qatar-4 b,2014,HAT-P-49
Qatar-5,2014,Qatar-5
Qatar-5 b,2014,TOI-6029
Qatar-6,2014,Qatar-6
Qatar-6 b,2014,DMPP-3 A
Qatar-7,2014,Qatar-7
Qatar-7 b,2023,Kepler-713
Qatar-8,2016,Qatar-8
Qatar-8 b,2016,Kepler-737
Qatar-9,2016,Qatar-9
Qatar-9 b,2016,KMT-2020-BLG-0414L
rho CrB,2016,rho CrB
rho CrB b,2016,GJ 1002
rho CrB c,2016,HATS-72
rho CrB d,2016,GJ 2030
rho CrB e,2014,Ross 508
Ross 128,2016,Ross 128
Ross 128 b,2016,Kepler-676
Ross 458,2016,Ross 458
Ross 458 c,2016,GJ 328
Ross 508,2016,Ross 508
Ross 508 b,2016,gam Psc
ROXs 12,2016,ROXs 12
ROXs 12 b,2020,EPIC 229004835
ROXs 42,2016,ROXs 42 B
ROXs 42 B b,2016,BD-08 2823
RR Cae,2016,RR Cae
RR Cae b,2016,7 CMa
SPECULOOS-3,2016,SPECULOOS-3
SPECULOOS-3 b,2016,GJ 682
SR 12,2016,SR 12 AB
SR 12 AB c,2016,HAT-P-69
SWEEPS-11,2016,SWEEPS-11
SWEEPS-11 b,2016,TOI-712
SWEEPS-4,2014,SWEEPS-4
SWEEPS-4 b,2014,Kepler-691
TAP 26,2014,TAP 26
TAP 26 b,2014,HATS-15
tau Boo,2014,tau Boo
tau Boo b,2014,OGLE-2018-BLG-0516L
tau Cet,2014,tau Cet
tau Cet e,2021,K2-286
tau Cet f,2016,GJ 9714
tau Cet g,2016,CoRoT-26
tau Cet h,2016,30 Ari B
tau Gem,2016,tau Gem
tau Gem b,2016,HD 42813
TCP J05074264+2447555,2016,TCP J05074264+2447555
TCP J05074264+2447555 b,2016,TOI-1260
Teegarden's Star,2014,Teegarden's Star
Teegarden's Star b,2014,Kepler-635
Teegarden's Star c,2014,K2-372
Teegarden's Star d,2016,Qatar-2
TIC 139270665,2016,TIC 139270665
TIC 139270665 b,2016,LkCa 15
TIC 139270665 c,2016,HAT-P-63
TIC 172900988,2016,TIC 172900988 Aa
TIC 172900988 b,2016,TOI-776
TIC 237913194,2016,TIC 237913194
TIC 237913194 b,2016,SWEEPS-4
TIC 241249530,2016,TIC 241249530
TIC 241249530 b,2016,Kepler-845
TIC 257060897,2016,TIC 257060897
TIC 257060897 b,2016,TOI-6651
TIC 279401253,2016,TIC 279401253
TIC 279401253 b,2016,Kepler-82
TIC 279401253 c,2016,WASP-135
TIC 365102760,2016,TIC 365102760
TIC 365102760 b,2016,OGLE-2014-BLG-1760L
TIC 393818343,2016,TIC 393818343
TIC 393818343 b,2016,GJ 463
TIC 46432937,2014,TIC 46432937
TIC 46432937 b,2014,HIP 41378
TIC 4672985,2014,TIC 4672985
TIC 4672985 b,2014,HIP 35965
TOI-1052,2014,TOI-1052
TOI-1052 b,2014,HATS-63
TOI-1052 c,2013,TOI-715
TOI-1062,2014,TOI-1062
TOI-1062 b,2014,HD 96063
TOI-1062 c,2016,TOI-1410
TOI-1064,2016,TOI-1064
TOI-1064 b,2016,TOI-1235
TOI-1064 c,2016,TIC 257060897
TOI-1075,2016,TOI-1075
TOI-1075 b,2016,OGLE-2003-BLG-235L
TOI-1107,2016,TOI-1107
TOI-1107 b,2016,Kepler-796
TOI-1130,2016,TOI-1130
TOI-1130 b,2016,WASP-140
TOI-1130 c,2016,TOI-5726
TOI-1135,2016,TOI-1135
TOI-1135 b,2016,HD 95086
TOI-1136,2016,TOI-1136
TOI-1136 b,2016,HAT-P-40
TOI-1136 c,2016,HATS-12
TOI-1136 d,2014,Kepler-853
TOI-1136 e,2014,Kepler-700
TOI-1136 f,2016,OGLE-2019-BLG-0679L
TOI-1136 g,2016,HD 95127
TOI-1173,2016,TOI-1173
TOI-1173 b,2016,XO-7
TOI-1174,2016,TOI-1174
TOI-1174 b,2016,OGLE-2018-BLG-0596L
TOI-1180,2016,TOI-1180
TOI-1180 b,2016,TOI-1448
TOI-1181,2016,TOI-1181
TOI-1181 b,2016,HATS-59
TOI-1184,2016,TOI-1184
TOI-1184 b,2016,KMT-2021-BLG-2010L
TOI-1194,2016,TOI-1194
TOI-1194 b,2016,HAT-P-7
TOI-1199,2016,TOI-1199
TOI-1199 b,2016,Kepler-849
TOI-1201,2016,TOI-1201
TOI-1201 b,2021,Gl 378
TOI-122,2016,TOI-122
TOI-122 b,2016,GJ 480
TOI-1221,2014,TOI-1221
TOI-1221 b,2014,KMT-2021-BLG-0909L
TOI-1224,2014,TOI-1224
TOI-1224 b,2014,KMT-2021-BLG-0320L
TOI-1224 c,2014,Kepler-841
TOI-1227,2016,TOI-1227
TOI-1227 b,2016,TYC 2187-512-1
TOI-1231,2016,TOI-1231
TOI-1231 b,2016,KOI-1257
TOI-1235,2016,TOI-1235
TOI-1235 b,2016,TOI-622
TOI-1244,2016,TOI-1244
TOI-1244 b,2016,OGLE-2017-BLG-0373L
TOI-1246,2016,TOI-1246
TOI-1246 b,2016,NGTS-21
TOI-1246 c,2016,NGC 2682 YBP 401
TOI-1246 d,2016,BD-10 3166
TOI-1246 e,2016,TrES-5
TOI-1248,2016,TOI-1248
TOI-1248 b,2016,HD 109988
TOI-1249,2016,TOI-1249
TOI-1249 b,2016,DMPP-4
TOI-125,2016,TOI-125
TOI-125 b,2016,HD 92788
TOI-125 c,2013,OGLE-2017-BLG-1691L
TOI-125 d,2014,GJ 685
TOI-1259,2016,TOI-1259 A
TOI-1259 A b,2016,EPIC 201497682
TOI-1260,2016,TOI-1260
TOI-1260 b,2016,GJ 3929
TOI-1260 c,2016,KIC 10525077
TOI-1260 d,2016,KOI-351
TOI-1266,2016,TOI-1266
TOI-1266 b,2023,TOI-1295
TOI-1266 c,2016,HD 307842
TOI-1268,2016,TOI-1268
TOI-1268 b,2016,OGLE-2005-BLG-071L
TOI-1269,2016,TOI-1269
TOI-1269 b,2016,HATS-26
TOI-1272,2016,TOI-1272
TOI-1272 b,2016,KMT-2021-BLG-2294L
TOI-1272 c,2016,KIC 8121913
TOI-1273,2016,TOI-1273
TOI-1273 b,2016,mu2 Sco
TOI-1278,2016,TOI-1278
TOI-1278 b,2016,BD+45 564
TOI-1279,2014,TOI-1279
TOI-1279 b,2014,HD 97037
TOI-128,2014,TOI-128
TOI-128.01,2014,OGLE-2018-BLG-1011L
TOI-1288,2014,TOI-1288
TOI-1288 b,2014,HD 93083
TOI-1288 c,2014,OGLE-2016-BLG-1227L
TOI-1294,2016,TOI-1294
TOI-1294 b,2016,tau Cet
TOI-1294 c,2016,WASP-141
TOI-1295,2016,TOI-1295
TOI-1295 b,2016,91 Aqr
TOI-1296,2016,TOI-1296
TOI-1296 b,2016,GJ 3473
TOI-1298,2016,TOI-1298
TOI-1298 b,2016,G 9-40
TOI-1301,2016,TOI-1301
TOI-1301.01,2016,Kepler-813
TOI-132,2016,TOI-132
TOI-132 b,2016,EPIC 201595106
TOI-1333,2016,TOI-1333
TOI-1333 b,2016,TIC 279401253
TOI-1338,2016,TOI-1338 A
TOI-1338 b,2016,HD 98219
TOI-1338 c,2021,Barnard's star
TOI-1347,2016,TOI-1347
TOI-1347 b,2016,Kepler-83
TOI-1347 c,2016,EPIC 201757695
TOI-1386,2014,TOI-1386
TOI-1386 b,2014,GJ 1151
TOI-1386 c,2014,EPIC 206032309
TOI-139,2014,TOI-139
TOI-139 b,2014,HD 96167
TOI-1408,2014,TOI-1408
TOI-1408 b,2014,KOI-7892
TOI-1408 c,2016,BD+48 738
TOI-1410,2016,TOI-1410
TOI-1410 c,2016,tau Gem
TOI-1410.01,2016,EPIC 212624936
TOI-1411,2016,TOI-1411
TOI-1411 b,2016,TOI-1296
TOI-1416,2016,TOI-1416
TOI-1416 b,2016,CoRoT-36
TOI-1420,2016,TOI-1420
TOI-1420 b,2021,GJ 357
TOI-1422,2016,TOI-1422
TOI-1422 b,2016,HATS-16
TOI-1431,2016,TOI-1431
TOI-1431 b,2016,GJ 9066
TOI-1437,2016,TOI-1437
TOI-1437 b,2016,HD 98649
TOI-1439,2016,TOI-1439
TOI-1439 b,2016,MOA-2012-BLG-505L
TOI-1442,2016,TOI-1442
TOI-1442 b,2016,Wolf 1069
TOI-1443,2016,TOI-1443
TOI-1443 b,2016,CoRoT-9
TOI-1444,2014,TOI-1444
TOI-1444 b,2014,Kepler-619
TOI-1448,2014,TOI-1448
TOI-1448 b,2014,Kepler-632
TOI-1450,2016,TOI-1450 A
TOI-1450 A b,2016,KMT-2017-BLG-1038L
TOI-1450 A c,2016,HD 108202
TOI-1451,2016,TOI-1451
TOI-1451 b,2016,HATS-70
TOI-1452,2016,TOI-1452
TOI-1452 b,2016,KIC 9663113
TOI-1467,2016,TOI-1467
TOI-1467 b,2016,HATS-75
TOI-1468,2016,TOI-1468
TOI-1468 b,2016,Kepler-653
TOI-5218,2016,TOI-5218
TOI-5218 b,2020,KMT-2017-BLG-1194L
TOI-5232,2016,TOI-5232
TOI-5232 b,2016,omi CrB
TOI-5238,2016,TOI-5238
TOI-5238 b,2016,KOI-13
TOI-5293,2016,TOI-5293 A
TOI-5293 A b,2016,HIP 35173
TOI-530,2016,TOI-530
TOI-530 b,2016,GJ 9404
TOI-5301,2016,TOI-5301
TOI-5301 b,2016,2MASS J03590986+2009361
TOI-5319,2014,TOI-5319
TOI-5319 b,2014,OGLE-2018-BLG-1428L
TOI-532,2014,TOI-532
TOI-532 b,2014,NGTS-5
TOI-5344,2016,TOI-5344
TOI-5344 b,2016,TOI-5232
TOI-5388,2016,TOI-5388
TOI-5388.01,2021,KMT-2017-BLG-0165L
TOI-5398,2016,TOI-5398
TOI-5398 b,2016,GJ 486
TOI-5398 c,2016,ups Leo
TOI-540,2016,TOI-540
TOI-540 b,2016,WASP-158
TOI-544,2016,TOI-544
TOI-544 b,2016,WASP-150
TOI-544 c,2016,KMT-2019-BLG-1216L
TOI-5542,2016,TOI-5542
TOI-5542 b,2016,HATS-38
TOI-558,2016,TOI-558
TOI-558 b,2016,HATS-22
TOI-559,2016,TOI-559
TOI-559 b,2016,KMT-2018-BLG-0029L
TOI-561,2016,TOI-561
TOI-561 b,2016,HAT-P-60
TOI-561 c,2016,MOA-2008-BLG-379L
TOI-561 d,2010,51 Peg
TOI-561 e,2010,LP 714-47
TOI-5616,2010,TOI-5616
TOI-5616 b,2010,KMT-2021-BLG-0748L
TOI-5634,2010,TOI-5634 A
TOI-5634 A b,2010,Kepler-77
TOI-564,2010,TOI-564
TOI-564 b,2010,OGLE-2018-BLG-1647L
TOI-5678,2010,TOI-5678
TOI-5678 b,2010,KMT-2016-BLG-2142L
TOI-5688,2014,TOI-5688 A
TOI-5688 A b,2014,2MASS J04372171+2651014
TOI-5704,2014,TOI-5704
TOI-5704 b,2014,TOI-5786
TOI-5713,2016,TOI-5713
TOI-5713 b,2016,AF Lep
TOI-5720,2016,TOI-5720
TOI-5720 b,2016,OGLE-2019-BLG-0960L
TOI-5726,2016,TOI-5726
TOI-5726.01,2016,NGTS-27
TOI-5786,2016,TOI-5786
TOI-5786 b,2016,TOI-1420
TOI-5799,2016,TOI-5799
TOI-5799 b,2016,HATS-27
TOI-5803,2016,TOI-5803
TOI-5803 b,2016,WASP-12
TOI-6002,2016,TOI-6002
TOI-6002 b,2016,CoRoT-3
TOI-6008,2016,TOI-6008
TOI-6008 b,2016,HAT-P-32
TOI-6016,2016,TOI-6016
TOI-6016 b,2016,GJ 504
TOI-6029,2016,TOI-6029
TOI-6029 b,2016,TOI-6255
TOI-6034,2014,TOI-6034
TOI-6034 b,2014,EPIC 212737443
TOI-6038,2014,TOI-6038 A
TOI-6038 A b,2014,Kepler-654
TOI-6054,2016,TOI-6054
TOI-6054.01,2016,NGTS-3 A
TOI-6054.02,2016,WASP-130
TOI-6086,2016,TOI-6086
TOI-6086 b,2016,KMT-2021-BLG-1770L
TOI-6130,2016,TOI-6130
TOI-6130 b,2016,MOA-2009-BLG-319L
TOI-615,2016,TOI-615
TOI-615 b,2016,HAT-P-26
TOI-620,2016,TOI-620
TOI-620 b,2016,bet Cnc
TOI-622,2016,TOI-622
TOI-622 b,2016,OGLE-2017-BLG-1237L
TOI-6255,2016,TOI-6255
TOI-6255 b,2016,HATS-76
TOI-628,2016,TOI-628
TOI-628 b,2016,MOA-2019-BLG-008L
TOI-6383,2016,TOI-6383 A
TOI-6383 A b,2016,WASP-96
TOI-640,2014,TOI-640
TOI-640 b,2014,TIC 365102760
TOI-6442,2014,NGTS-33
TOI-654,2014,TOI-654
TOI-654.01,2014,Ross 458
TOI-663,2016,TOI-663
TOI-663 b,2016,HAT-P-17
TOI-663 c,2016,WASP-99
TOI-663 d,2016,WASP-10
TOI-6651,2016,TOI-6651
TOI-6651 b,2016,CoRoT-18
TOI-669,2016,TOI-669
TOI-669 b,2016,HAT-P-70
TOI-672,2016,TOI-672
TOI-672 b,2016,18 Del
TOI-674,2016,TOI-674
TOI-674 b,2016,BD+48 740
TOI-677,2016,TOI-677
TOI-677 b,2023,GJ 667 C
TOI-6963,2016,IRAS 04125+2902
TOI-700,2016,TOI-700
TOI-700 b,2016,WASP-151
TOI-700 c,2016,Kepler-827
TOI-700 d,2016,KMT-2023-BLG-1642L
TOI-700 e,2016,MOA-2022-BLG-563L
TOI-712,2014,TOI-712
TOI-712 b,2014,2MASS J19383260+4603591
TOI-712 c,2014,TOI-669
TOI-712 d,2016,HD 98736
TOI-715,2016,TOI-715
TOI-715 b,2021,HD 99109
TOI-733,2016,TOI-733
TOI-733 b,2021,HIP 19976
TOI-757,2016,TOI-757
TOI-757 b,2016,EPIC 211822797
TOI-762,2016,TOI-762 A
TOI-762 A b,2016,TOI-1136
TOI-763,2016,TOI-763
TOI-763 b,2016,WASP-147
TOI-763 c,2016,NGTS-9
TOI-771,2016,TOI-771
TOI-771 b,2016,16 Cyg B
TOI-776,2016,TOI-776
TOI-776 b,2016,CoRoT-4
TOI-776 c,2016,TOI-6034
TOI-778,2016,TOI-778
TOI-778 b,2016,bet Pic
TOI-782,2016,TOI-782
TOI-782 b,2016,HATS-5
TOI-784 b,2014,HATS-13
TOI-813,2014,TOI-813
TOI-813 b,2013,EPIC 201841433
TOI-815,2014,TOI-815
TOI-815 b,2013,OGLE-2017-BLG-1806L
TOI-815 c,2016,MOA-2013-BLG-220L
TOI-824,2016,TOI-824
TOI-824 b,2016,HD 97048
TOI-833,2016,TOI-833
TOI-833 b,2016,GJ 433
TOI-836,2016,TOI-836
TOI-836 b,2016,CoRoT-19
TOI-836 c,2016,Kepler-837
TOI-837,2016,TOI-837
TOI-837 b,2016,WASP-136
TOI-849,2016,TOI-849
TOI-849 b,2016,GSC 06214-00210
TOI-858,2016,TOI-858 B
TOI-858 B b,2016,HATS-28
TOI-871,2016,TOI-871
TOI-871 b,2016,OGLE-2008-BLG-092L
TOI-880,2016,TOI-880
TOI-880.02,2016,COCONUTS-2 A
TOI-892,2016,TOI-892
TOI-892 b,2016,GJ 687
TOI-904,2014,TOI-904
TOI-904 b,2014,HD 102329
TOI-904 c,2014,OGLE-2013-BLG-0132L
TOI-905,2016,TOI-905
TOI-905 b,2016,HD 106515 A
TOI-907,2016,TOI-907
TOI-907.01,2016,TOI-5678
TOI-908,2016,TOI-908
TOI-908 b,2016,HD 95338
TOI-913,2016,TOI-913
TOI-913 b,2016,BD+49 828
TOI-942,2016,TOI-942
TOI-942 b,2016,TOI-1199
TOI-942 c,2016,TIC 393818343
TOI-954,2016,TOI-954
TOI-954 b,2016,WASP-11
TOI-969,2016,TOI-969
TOI-969 b,2016,HAT-P-5
TOI-969 c,2016,HD 102365
TRAPPIST-1,2016,TRAPPIST-1
TRAPPIST-1 b,2016,TOI-1201
TRAPPIST-1 c,2016,TIC 139270665
TRAPPIST-1 d,2014,Kepler-997
TRAPPIST-1 e,2014,TOI-1298
TRAPPIST-1 f,2016,TOI-833
TRAPPIST-1 g,2016,TOI-892
TRAPPIST-1 h,2016,TOI-5799
TrES-1,2016,TrES-1
TrES-1 b,2016,OGLE-2016-BLG-1598L
TrES-2,2016,TrES-2
TrES-2 b,2016,KMT-2019-BLG-0371L
TrES-3,2016,TrES-3
TrES-3 b,2016,HD 95089
TrES-4,2016,TrES-4
TrES-4 b,2016,EPIC 211945201
TrES-5,2016,TrES-5
TrES-5 b,2016,KMT-2023-BLG-0469L
TYC 0434-04538-1,2016,TYC 0434-04538-1
TYC 0434-04538-1 b,2023,4 UMa
TYC 1422-614-1,2016,TYC 1422-614-1
TYC 1422-614-1 b,2016,HD 106315
TYC 1422-614-1 c,2016,HATS-71
TYC 2187-512-1,2016,TYC 2187-512-1
TYC 2187-512-1 b,2016,Gaia-1
TYC 3318-01333-1,2016,TYC 3318-01333-1
TYC 3318-01333-1 b,2021,KIC 5479689
TYC 3667-1280-1,2016,TYC 3667-1280-1
TYC 3667-1280-1 b,2016,CoRoT-1
TYC 4282-00605-1,2016,TYC 4282-00605-1
TYC 4282-00605-1 b,2016,BD-11 4672
TYC 8998-760-1,2016,TYC 8998-760-1
TYC 8998-760-1 b,2016,OGLE-2018-BLG-1119L
TYC 8998-760-1 c,2016,HD 93351
UCAC3 113-933,2016,UCAC3 113-933
UCAC3 113-933 b,2016,OGLE-TR-182
UCAC4 328-061594,2016,UCAC4 328-061594
UCAC4 328-061594 b,2016,Wolf 327
UKIRT-2017-BLG-001L,2016,UKIRT-2017-BLG-001L
UKIRT-2017-BLG-001L b,2016,HD 103774
ups And,2016,ups And
ups And b,2016,KMT-2019-BLG-0953L
ups And c,2016,gam Cep
ups And d,2016,HD 93963 A
ups Leo,2016,ups Leo
ups Leo b,2016,HD 80653
USco CTIO 108,2016,USco CTIO 108
USco CTIO 108 b,2016,HAT-P-50
USco1556 A,2014,USco1556 A
USco1556 b,2014,WASP-153
USco1621 A,2014,USco1621 A
USco1621 b,2014,Kepler-641
UZ For,2016,UZ For
UZ For b,2016,WASP-138
UZ For c,2016,EPIC 248847494
V0391 Peg,2016,V0391 Peg
V0391 Peg b,2023,2MASS J04414489+2301513
V1298 Tau,2016,V1298 Tau
V1298 Tau b,2016,Qatar-3
V1298 Tau c,2016,MOA-2009-BLG-266L
V1298 Tau d,2016,NGTS-12
V1298 Tau e,2016,HAT-P-41
V830 Tau,2016,V830 Tau
V830 Tau b,2016,TOI-558
VHS J125601.92-125723.9,2016,VHS J125601.92-125723.9
VHS J125601.92-125723.9 b,2016,OGLE-2008-BLG-355L
WASP-1,2016,WASP-1
WASP-1 b,2016,TYC 3318-01333-1
WASP-10,2016,WASP-10
WASP-10 b,2016,75 Cet
WASP-100,2014,WASP-100
WASP-100 b,2014,Kepler-838
WASP-101,2014,WASP-101
WASP-101 b,2014,HD 93385
WASP-103,2016,WASP-103
WASP-103 b,2016,HAT-P-42
WASP-104,2016,WASP-104
WASP-104 b,2016,GJ 3021
WASP-105,2016,WASP-105
WASP-105 b,2016,TIC 46432937
WASP-106,2016,WASP-106
WASP-106 b,2016,HAT-P-51
WASP-107,2016,WASP-107
WASP-107 b,2016,GJ 3082
WASP-107 c,2016,TYC 3667-1280-1
WASP-11,2016,WASP-11
WASP-11 b,2016,TOI-559
WASP-110,2016,WASP-110
WASP-110 b,2016,HATS-17
WASP-113,2016,WASP-113
WASP-113 b,2016,GJ 436
WASP-114,2016,WASP-114
WASP-114 b,2016,HATS-65
WASP-117,2011,WASP-117
WASP-117 b,2011,2MASS J11011926-7732383
WASP-118,2014,WASP-118
WASP-118 b,2014,TOI-778
WASP-119,2014,WASP-119
WASP-119 b,2014,GJ 1265
WASP-12,2016,WASP-12
WASP-12 b,2016,HD 103949
WASP-120,2016,WASP-120
WASP-120 b,2016,TOI-1338 A
WASP-121,2016,WASP-121
WASP-121 b,2016,KOI-142
WASP-123,2016,WASP-123
WASP-123 b,2016,HD 104067
WASP-124,2016,WASP-124
WASP-124 b,2016,KMT-2021-BLG-1391L
WASP-126,2016,WASP-126
WASP-126 b,2016,Gl 686
WASP-126 c,2016,CoRoT-5
WASP-127,2016,WASP-127
WASP-127 b,2016,DE CVn
WASP-129,2016,WASP-129
WASP-129 b,2016,TOI-1266
WASP-13,2016,WASP-13
WASP-13 b,2016,GJ 3090
WASP-130,2014,WASP-130
WASP-130 b,2014,TOI-122
WASP-131,2014,WASP-131
WASP-131 b,2014,TOI-1422
WASP-132,2016,WASP-132
WASP-132 b,2016,bet UMi
WASP-132 c,2016,OGLE-2017-BLG-0406L
WASP-132 d,2016,TOI-836
WASP-133,2016,WASP-133
WASP-133 b,2016,HATS-50
WASP-135,2016,WASP-135
WASP-135 b,2016,TIC 4672985
WASP-136,2016,WASP-136
WASP-136 b,2016,HATS-30
WASP-138,2016,WASP-138
WASP-138 b,2016,HAT-P-13
WASP-139,2016,WASP-139
WASP-139 b,2016,WASP-139
WASP-14,2016,WASP-14
WASP-14 b,2016,GJ 720 A
WASP-140,2016,WASP-140
WASP-140 b,2016,TOI-908
WASP-141,2014,WASP-141
WASP-141 b,2014,TOI-1221
WASP-142,2014,WASP-142
WASP-142 b,2014,Kepler-689
WASP-144,2014,WASP-144
WASP-144 b,2014,TOI-6038 A
WASP-145,2014,WASP-145 A
WASP-145 A b,2014,OGLE-2013-BLG-0341L B
WASP-147,2014,WASP-147
WASP-147 b,2014,alf Ari
WASP-148,2016,WASP-148
WASP-148 b,2016,GJ 163
WASP-148 c,2016,XO-2 N
WASP-15,2016,WASP-15
WASP-15 b,2016,HD 99283
WASP-150,2016,WASP-150
WASP-150 b,2016,HATS-31
WASP-151,2016,WASP-151
WASP-151 b,2016,HAT-P-43
WASP-153,2016,WASP-153
WASP-153 b,2016,2MASS J21252752-8138278
WASP-156,2016,WASP-156
WASP-156 b,2016,GJ 674
WASP-157,2016,WASP-157
WASP-157 b,2016,TOI-1347
WASP-158,2016,WASP-158
WASP-158 b,2016,gam1 Leo
WASP-159,2016,WASP-159
WASP-159 b,2016,GU Psc
WASP-16,2014,WASP-16
WASP-16 b,2014,KOI-1599
WASP-160,2014,WASP-160 B
WASP-160 B b,2014,GJ 393
WASP-84,2016,WASP-84
WASP-84 c,2016,NGC 2682 Sand 1429
WASP-85,2016,WASP-85 A
WASP-85 A b,2016,GJ 96
WASP-87,2016,WASP-87
WASP-87 b,2016,WASP-88
WASP-88,2016,WASP-88
WASP-88 b,2016,OGLE-2013-BLG-0911L
WASP-89,2016,WASP-89
WASP-89 b,2016,MOA-2009-BLG-387L
WASP-90,2016,WASP-90
WASP-90 b,2016,HD 99492
WASP-91,2016,WASP-91
WASP-91 b,2016,TOI-837
WASP-92,2016,WASP-92
WASP-92 b,2016,LP 791-18
WASP-93,2016,WASP-93
WASP-93 b,2016,WASP-89
WASP-94,2016,WASP-94 A
WASP-94 A b,2016,KOI-984
WASP-94 B b,2014,HIP 109600
WASP-95,2014,WASP-95
WASP-95 b,2014,alf Tau
WASP-96,2014,WASP-96
WASP-96 b,2014,HATS-77
WASP-97,2016,WASP-97
WASP-97 b,2016,HATS-66
WASP-98,2016,WASP-98
WASP-98 b,2016,OGLE-2005-BLG-169L
WASP-99,2016,WASP-99
WASP-99 b,2016,TOI-1450 A
WD 0806-661,2016,WD 0806-661
WD 0806-661 b,2016,AU Mic
WD 1856+534,2016,WD 1856+534
WD 1856+534 b,2016,HAT-P-27
Wendelstein-1,2016,Wendelstein-1
Wendelstein-1 b,2016,HATS-54
Wendelstein-2,2016,Wendelstein-2
Wendelstein-2 b,2016,TCP J05074264+2447555
WISE J033605.05-014350.4,2016,WISE J033605.05-014350.4
WISE J033605.05-014350.4 b,2016,GJ 724
WISEP J121756.91+162640.2 A,2016,WISEP J121756.91+162640.2 A
WISEP J121756.91+162640.2 A b,2016,GJ 740
Wolf 1061,2014,Wolf 1061
Wolf 1061 b,2014,TIC 172900988 Aa
Wolf 1061 c,2014,HIP 109384
Wolf 1061 d,2016,WASP-97
Wolf 1069,2016,Wolf 1069
Wolf 1069 b,2016,1RXS J160929.1-210524
Wolf 327,2016,Wolf 327
Wolf 327 b,2016,CoRoT-2
Wolf 503,2016,Wolf 503
Wolf 503 b,2016,HAT-P-44
WTS-1,2016,WTS-1
WTS-1 b,2016,HAT-P-23
WTS-2,2016,WTS-2
WTS-2 b,2016,TOI-1244
xi Aql,2016,xi Aql
xi Aql b,2016,HAT-P-58
XO-1,2016,XO-1
XO-1 b,2016,Gaia-2
XO-2,2016,XO-2 N
XO-2 N b,2016,HAT-P-61
XO-2 S b,2016,HAT-P-57
XO-2 S c,2016,TOI-1268
XO-3,2016,XO-3
XO-3 b,2016,GJ 3512
XO-4,2016,XO-4
XO-4 b,2016,GJ 179
XO-5,2016,XO-5
XO-5 b,2016,HD 96700
XO-6,2016,XO-6
XO-6 b,2016,GJ 876
XO-7,2014,XO-7
XO-7 b,2014,GJ 180
YSES 2,2014,YSES 2
YSES 2 b,2014,EPIC 220492298
YZ Cet,2014,YZ Cet
YZ Cet b,2014,OGLE-2018-BLG-1126L
YZ Cet c,2016,8 UMi
YZ Cet d,2016,TOI-1451
