Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Orbital Period [days],Planetary Type,Gravity Strength,Has Biosphere,Star Name
KMT-2021-BLG-1372L b,13.3,82.16,968.8,Gas Giant,High,0,KMT-2021-BLG-1372L
KMT-2021-BLG-1391L b,14.3,32.35,439.29999,Ice Giant,High,0,KMT-2021-BLG-1391L
KMT-2021-BLG-1547L b,13.8,32.62,310.4,Garden World,Medium,1,KMT-2021-BLG-1547L
KMT-2021-BLG-1554L b,5.44,105.14,17.0503,Dwarf Planet,Low,1,KMT-2021-BLG-1554L
KMT-2021-BLG-1689L b,4.42,88.77,95.233,Chthonian Planet,Low,1,KMT-2021-BLG-1689L
KMT-2021-BLG-1770L b,13.7,50.22,841,Garden World,Medium,1,KMT-2021-BLG-1770L
KMT-2021-BLG-1898L b,12.8,120.15,1278,Gas Giant,High,0,KMT-2021-BLG-1898L
KMT-2021-BLG-2010L b,12.6,2.87,184.2,Garden World,Medium,1,KMT-2021-BLG-2010L
KMT-2021-BLG-2294L b,3.64,118.25,55.199,Proto Planet,Low,1,KMT-2021-BLG-2294L
KMT-2021-BLG-2478L b,13.4,7.38,144.3,Proto Planet,Low,1,KMT-2021-BLG-2478L
KMT-2021-BLG-2609L b,13.5,52.83,499.48,Ice Giant,High,0,KMT-2021-BLG-2609L
KMT-2022-BLG-0303L b,13.2,80.9,232.08,Proto Planet,Low,1,KMT-2022-BLG-0303L
KMT-2022-BLG-0371L b,1.829,120.92,7.610303,Proto Planet,Low,1,KMT-2022-BLG-0371L
KMT-2022-BLG-0440L b,2.4,86.4,14.245648,Ice Giant,High,0,KMT-2022-BLG-0440L
KMT-2022-BLG-1013L b,13.4,91.72,1481.6,Dwarf Planet,Low,1,KMT-2022-BLG-1013L
KMT-2022-BLG-2286L b,2.469,71.69,9.1004157,Proto Planet,Low,1,KMT-2022-BLG-2286L
KMT-2023-BLG-0416L b,13.2,22.1,57.435,Dwarf Planet,Low,1,KMT-2023-BLG-0416L
KMT-2023-BLG-0469L b,13,118.27,6.673892,Garden World,Medium,1,KMT-2023-BLG-0469L
KMT-2023-BLG-0735L b,13.6,116.42,147.747,Dwarf Planet,Low,1,KMT-2023-BLG-0735L
KMT-2023-BLG-1431L b,14.1,34.54,981.8,Chthonian Planet,Low,1,KMT-2023-BLG-1431L
KMT-2023-BLG-1454L b,4.94,29.04,50.65905,Garden World,Medium,1,KMT-2023-BLG-1454L
KMT-2023-BLG-1642L b,12,15.99,22000,Chthonian Planet,Low,1,KMT-2023-BLG-1642L
KMT-2023-BLG-1743L b,1.551,122.86,3.5379559,Dwarf Planet,Low,1,KMT-2023-BLG-1743L
KMT-2023-BLG-1866L b,1.538,62.99,6.429575,Chthonian Planet,Low,1,KMT-2023-BLG-1866L
KMT-2024-BLG-1044L b,13.9,114.95,159.986,Proto Planet,Low,1,KMT-2024-BLG-1044L
KOI-12 b,3.61,85.86,41.516,Dwarf Planet,Low,1,KOI-12
KOI-1257 b,12.6,110.31,26125.56497,Proto Planet,Low,1,KOI-1257
KOI-13 b,2.77,100.18,60.722,Gas Giant,High,0,KOI-13
KOI-142 b,7.94,35.55,3477.768,Dwarf Planet,Low,1,KOI-142
KOI-142 c,12,24.58,31000,Dwarf Planet,Low,1,KOI-142
KOI-1599.01,2.443,63.16,15.572098,Gas Giant,High,0,KOI-1599
KOI-1599.02,2.56,76.54,31.70648,Chthonian Planet,Low,1,KOI-1599
KOI-1783.01,3.96,13.68,1114,Ice Giant,High,0,KOI-1783
KOI-1783.02,5.51,81.33,131,Ice Giant,High,0,KOI-1783
KOI-1831 d,10.2,105.79,1084,Proto Planet,Low,1,Kepler-324
KOI-1833 d,3.89,104.57,34.15,Dwarf Planet,Low,1,Kepler-968
KOI-217 b,5.11,53.06,17.818,Proto Planet,Low,1,KOI-217
KOI-2513.01,13.6,87.7,345.72,Proto Planet,Low,1,KOI-2513
KOI-3503 b,12.2,112.48,9017.76,Garden World,Medium,1,KOI-3503
KOI-3503 c,2.87,44.69,7.76,Gas Giant,High,0,KOI-3503
KOI-351 b,3.57,74.04,15.144,Proto Planet,Low,1,KOI-351
KOI-351 c,13.3,115.86,3274,Ice Giant,High,0,KOI-351
KOI-351 d,12.6,75.89,5138.43727,Ice Giant,High,0,KOI-351
KOI-351 e,12.7,68.45,2675.57603,Proto Planet,Low,1,KOI-351
KOI-351 f,2.4,76.79,8.1352,Proto Planet,Low,1,KOI-351
KOI-351 g,14.2,16.84,32.03,Dwarf Planet,Low,1,KOI-351
KOI-351 h,14.2,91.43,431.7,Dwarf Planet,Low,1,KOI-351
KOI-3680 b,14.2,88.77,30.014,Ice Giant,High,0,KOI-3680
KOI-4777.01,12.5,74.21,124.6,Proto Planet,Low,1,KOI-4777
KOI-4978 b,22.754,103.76,0.9809734,Garden World,Medium,1,KOI-4978
KOI-55 b,14.3,107.9,28.125,Proto Planet,Low,1,KOI-55
KOI-55 c,13.9,24.54,67.3,Gas Giant,High,0,KOI-55
KOI-7368 b,16.814,102.45,0,Proto Planet,Low,1,KOI-7368
KOI-7913 b,12.8,80.18,1079.55726,Dwarf Planet,Low,1,KOI-7913
KOI-94 b,12.9,43.53,310.9,Gas Giant,High,0,KOI-94
KOI-94 c,9.987,28.36,6.9594731,Gas Giant,High,0,KOI-94
KOI-94 d,7.936,60.19,14.334892,Dwarf Planet,Low,1,KOI-94
KOI-94 e,12.3,75.32,2523.64713,Ice Giant,High,0,KOI-94
KOI-984 b,13.5,110.12,88.87622,Chthonian Planet,Low,1,KOI-984
KOI-984 c,12.7,118.21,3923.6609,Dwarf Planet,Low,1,KOI-984
KPS-1 b,12.9,81.46,3649,Ice Giant,High,0,KPS-1
L 168-9 b,10.55,91.95,20.35847252,Dwarf Planet,Low,1,L 168-9
L 363-38 b,2.15,16.43,6.68796,Garden World,Medium,1,L 363-38
L 98-59 b,4.51,35.31,3.471149,Gas Giant,High,0,L 98-59
L 98-59 c,2.42,92.27,2.198884,Gas Giant,High,0,L 98-59
L 98-59 d,2.433,72.04,5.657,Gas Giant,High,0,L 98-59
L 98-59 e,6.71,73.68,1.7292684,Ice Giant,High,0,L 98-59
LHS 1140 b,2.05,58.82,19.1541,Gas Giant,High,0,LHS 1140
LHS 1140 c,1.89,47.88,31.6372,Proto Planet,Low,1,LHS 1140
LHS 1478 b,2.24,40.68,20.5065,Gas Giant,High,0,LHS 1478
LHS 1678 b,1.93,43.79,2.77065,Gas Giant,High,0,LHS 1678
LHS 1678 c,1.91,18.49,5.73594,Dwarf Planet,Low,1,LHS 1678
LHS 1678 d,2.26,109.63,10.93241,Ice Giant,High,0,LHS 1678
LHS 1815 b,1.59,5.39,8.7529,Ice Giant,High,0,LHS 1815
LHS 3154 b,18,52.69,3.535055,Dwarf Planet,Low,1,LHS 3154
LHS 3844 b,2.6,6.52,12.20772,Dwarf Planet,Low,1,LHS 3844
LHS 475 b,2.612,90.88,9.7833,Ice Giant,High,0,LHS 475
LkCa 15 b,3.22,92.08,20.257,Dwarf Planet,Low,1,LkCa 15
LkCa 15 c,3.9,67.55,25.4556,Proto Planet,Low,1,LkCa 15
LP 714-47 b,3.82,0.3,2.849258,Ice Giant,High,0,LP 714-47
LP 791-18 b,2.309,67.39,9.0073,Chthonian Planet,Low,1,LP 791-18
LP 791-18 c,2.68,70.11,7.05254,Dwarf Planet,Low,1,LP 791-18
LP 791-18 d,1.62,66.76,2.53726,Dwarf Planet,Low,1,LP 791-18
LP 890-9 b,1.71,60.06,22.8827,Ice Giant,High,0,LP 890-9
LP 890-9 c,2.41,103.38,20.6921,Ice Giant,High,0,LP 890-9
LSPM J2116+0234 b,2.3,35.87,11.2954,Gas Giant,High,0,LSPM J2116+0234
LTT 1445 A b,2.5,21.42,30.94191,Ice Giant,High,0,LTT 1445
LTT 1445 A c,7.656,22.74,3.00265,Ice Giant,High,0,LTT 1445
LTT 3780 b,2.48,4.91,2.57302,Proto Planet,Low,1,LTT 3780
LTT 3780 c,2.14,62.91,6.67202,Chthonian Planet,Low,1,LTT 3780
LTT 9779 b,2.14,17.27,16.1966,Garden World,Medium,1,LTT 9779
Luhman 16 b,2.07,40.06,6.53044,Garden World,Medium,1,Luhman 16
Lupus-TR-3 b,1.58,112.5,12.6475,Gas Giant,High,0,Lupus-TR-3
M62H b,2.49,37.17,5.06963,Dwarf Planet,Low,1,M62H
MASCARA-1 b,1.58,91.97,8.05428,Ice Giant,High,0,MASCARA-1
MASCARA-4 b,2.32,120.56,7.06599,Ice Giant,High,0,MASCARA-4
MOA-2007-BLG-192L b,4.035,39.76,28.6781,Proto Planet,Low,1,MOA-2007-BLG-192L
MOA-2007-BLG-400L b,2.89,13.18,13.97896,Ice Giant,High,0,MOA-2007-BLG-400L
MOA-2008-BLG-310L b,2.15,27.59,6.98541,Garden World,Medium,1,MOA-2008-BLG-310L
MOA-2008-BLG-379L b,1.08,40.58,5.577212,Gas Giant,High,0,MOA-2008-BLG-379L
MOA-2009-BLG-266L b,1.16,0.88,15.189034,Gas Giant,High,0,MOA-2009-BLG-266L
MOA-2009-BLG-319L b,1.01,93.6,7.760178,Gas Giant,High,0,MOA-2009-BLG-319L
MOA-2009-BLG-387L b,1.29,58.05,24.158868,Dwarf Planet,Low,1,MOA-2009-BLG-387L
MOA-2010-BLG-073L b,2.45,32.11,7.49543,Dwarf Planet,Low,1,MOA-2010-BLG-073L
MOA-2010-BLG-117L b,2.31,5.6,19.5666,Gas Giant,High,0,MOA-2010-BLG-117L
MOA-2010-BLG-328L b,2.67,89.7,7.8142,Dwarf Planet,Low,1,MOA-2010-BLG-328L
MOA-2010-BLG-353L b,2.77,7.78,18.311,Garden World,Medium,1,MOA-2010-BLG-353L
MOA-2010-BLG-477L b,2.5,81.36,8.2000844,Garden World,Medium,1,MOA-2010-BLG-477L
MOA-2011-BLG-028L b,4.09,121.34,10.9947,Ice Giant,High,0,MOA-2011-BLG-028L
MOA-2011-BLG-262L b,3.58,75.75,10.35239,Ice Giant,High,0,MOA-2011-BLG-262L
MOA-2011-BLG-291L b,2.41,7.73,5.06416,Gas Giant,High,0,MOA-2011-BLG-291L
MOA-2011-BLG-293L b,2.01,8.98,19.0918,Proto Planet,Low,1,MOA-2011-BLG-293L
MOA-2011-BLG-322L b,1.47,18.68,5.605,Proto Planet,Low,1,MOA-2011-BLG-322L
MOA-2012-BLG-006L b,2.552,111.43,28.867253,Garden World,Medium,1,MOA-2012-BLG-006L
MOA-2012-BLG-505L b,1.97,115.28,6.102325,Chthonian Planet,Low,1,MOA-2012-BLG-505L
MOA-2013-BLG-220L b,1.244,86.47,2.74697,Garden World,Medium,1,MOA-2013-BLG-220L
MOA-2013-BLG-605L b,1.483,9.87,9.99767,Garden World,Medium,1,MOA-2013-BLG-605L
MOA-2015-BLG-337L b,2.41,73.23,6.4215,Gas Giant,High,0,MOA-2015-BLG-337L
MOA-2016-BLG-227L b,2.03,1.32,27.86,Gas Giant,High,0,MOA-2016-BLG-227L
MOA-2016-BLG-319L b,1.2,111.15,0.684559,Ice Giant,High,0,MOA-2016-BLG-319L
MOA-2016-BLG-526L b,1.96,97.08,8.77683,Ice Giant,High,0,MOA-2016-BLG-526L
MOA-2019-BLG-008L b,7.6,94.01,9.726618,Gas Giant,High,0,MOA-2019-BLG-008L
MOA-2020-BLG-135L b,1.23,48.98,4.6122,Ice Giant,High,0,MOA-2020-BLG-135L
MOA-2020-BLG-208L b,0.615,67.56,1.096026,Gas Giant,High,0,MOA-2020-BLG-208L
MOA-2022-BLG-249L b,2.25,38.25,18.4498,Ice Giant,High,0,MOA-2022-BLG-249L
MOA-2022-BLG-563L b,2.6,79.59,13.733314,Gas Giant,High,0,MOA-2022-BLG-563L
MOA-bin-1L b,1.3,95.79,2.900706,Gas Giant,High,0,MOA-bin-1L
MOA-bin-29 b,1.1,11.49,1.419549,Ice Giant,High,0,MOA-bin-29
mu Leo b,1.01,46.99,3.23941344,Gas Giant,High,0,mu Leo
mu2 Sco b,1.75,34.41,23.4774101,Dwarf Planet,Low,1,mu2 Sco
MWC 758 c,3.31,118.41,10.1346454,Garden World,Medium,1,MWC 758
MXB 1658-298 b,13.451,83.6,8.407115,Dwarf Planet,Low,1,MXB 1658-298
NGC 2682 Sand 1429 b,5.066,59.8,10.1367349,Ice Giant,High,0,NGC 2682 Sand 1429
NGC 2682 Sand 364 b,11.73,0.5,18.251985,Ice Giant,High,0,NGC 2682 Sand 364
NGC 2682 Sand 978 b,12.442,59.01,1.217514,Garden World,Medium,1,NGC 2682 Sand 978
NGC 2682 YBP 1194 b,15.681,24.67,4.1662739,Garden World,Medium,1,NGC 2682 YBP 1194
NGC 2682 YBP 1514 b,15.132,43.05,4.7361,Gas Giant,High,0,NGC 2682 YBP 1514
NGC 2682 YBP 401 b,19.952,17.86,5.031623,Dwarf Planet,Low,1,NGC 2682 YBP 401
NGTS-1 b,19.537,101.41,1.7100566,Proto Planet,Low,1,NGTS-1
NGTS-10 b,19.504,83.81,3.32944,Gas Giant,High,0,NGTS-10
NGTS-11 b,15.861,34.41,0.9689951,Garden World,Medium,1,NGTS-11
NGTS-12 b,17.094,27.79,3.0801716,Ice Giant,High,0,NGTS-12
NGTS-13 b,17.598,1.28,2.8717518,Dwarf Planet,Low,1,NGTS-13
NGTS-14 A b,21.409,26.82,4.6117093,Dwarf Planet,Low,1,NGTS-14
NGTS-15 b,15.132,101.44,4.11379,Garden World,Medium,1,NGTS-15
NGTS-16 b,19.515,103.56,3.4741085,Dwarf Planet,Low,1,NGTS-16
NGTS-17 b,17.777,104.94,3.6127647,Gas Giant,High,0,NGTS-17
NGTS-18 b,14.83,21.56,2.255251,Chthonian Planet,Low,1,NGTS-18
NGTS-2 b,12.711,46.22,5.55149296,Gas Giant,High,0,NGTS-2
NGTS-20 b,17.486,22.98,2.70339,Gas Giant,High,0,NGTS-20
NGTS-21 b,19.044,106.07,2.9895932,Gas Giant,High,0,NGTS-21
NGTS-23 b,14.572,24.52,7.8457,Ice Giant,High,0,NGTS-23
NGTS-24 b,13,65.94,1276,Ice Giant,High,0,NGTS-24
NGTS-25 b,17.934,14.24,2.73477,Dwarf Planet,Low,1,NGTS-25
NGTS-26 b,18.159,111.74,3.24406,Gas Giant,High,0,NGTS-26
NGTS-27 b,21.196,70.26,1.4811235,Ice Giant,High,0,NGTS-27
NGTS-3 A b,,77.25,0.2197,Chthonian Planet,Low,1,NGTS-3
NGTS-30 b,,45.33,0.32528,Ice Giant,High,0,NGTS-30
NGTS-33 b,,91.11,0.81161,Gas Giant,High,0,TOI-6442
NGTS-4 b,13.4,31.42,2.073549,Garden World,Medium,1,NGTS-4
NGTS-5 b,5.5,17.84,854.083,Chthonian Planet,Low,1,NGTS-5
NGTS-6 b,12.1,16.8,3552,Ice Giant,High,0,NGTS-6
NGTS-8 b,6.9,9.24,1322.3,Proto Planet,Low,1,NGTS-8
NGTS-9 b,6.4,56.92,440.7813,Chthonian Planet,Low,1,NGTS-9
NN Ser c,14.2,42.34,1.701531,Dwarf Planet,Low,1,NN Ser
NN Ser d,12.4,106.35,840,Ice Giant,High,0,NN Ser
NSVS 14256825 b,13.4,57.78,3.294601,Gas Giant,High,0,NSVS 14256825
nu Oct A b,1.421,74.31,15,Gas Giant,High,0,nu Oct
nu Oph b,1.521,43.74,22.8,Gas Giant,High,0,nu Oph
nu Oph c,1.87,104.2,66.5579057,Proto Planet,Low,1,nu Oph
NY Vir b,4.1,118.47,31.8099,Proto Planet,Low,1,NY Vir
NY Vir c,2.4,69.37,75.2,Gas Giant,High,0,NY Vir
OGLE-2003-BLG-235L b,4.6,6.13,572.3847,Proto Planet,Low,1,OGLE-2003-BLG-235L
OGLE-2005-BLG-071L b,12.2,17.48,0,Ice Giant,High,0,OGLE-2005-BLG-071L
OGLE-2005-BLG-169L b,1.33,37.89,0,Proto Planet,Low,1,OGLE-2005-BLG-169L
OGLE-2005-BLG-390L b,13.1,114.34,0,Proto Planet,Low,1,OGLE-2005-BLG-390L
OGLE-2006-BLG-109L b,12.7,115.7,0,Ice Giant,High,0,OGLE-2006-BLG-109L
OGLE-2006-BLG-109L c,12.9,81.87,0,Gas Giant,High,0,OGLE-2006-BLG-109L
OGLE-2006-BLG-284L A b,13.3,19.33,0,Gas Giant,High,0,OGLE-2006-BLG-284L
OGLE-2007-BLG-349L AB c,12.2,5.51,0,Dwarf Planet,Low,1,OGLE-2007-BLG-349L
OGLE-2007-BLG-368L b,13.8,53.49,0,Proto Planet,Low,1,OGLE-2007-BLG-368L
OGLE-2008-BLG-092L b,13,96.2,0,Dwarf Planet,Low,1,OGLE-2008-BLG-092L
OGLE-2008-BLG-355L b,13.2,36.01,0,Garden World,Medium,1,OGLE-2008-BLG-355L
OGLE-2011-BLG-0173L b,14,29.64,0,Gas Giant,High,0,OGLE-2011-BLG-0173L
OGLE-2011-BLG-0251L b,6.45,84.9,0,Dwarf Planet,Low,1,OGLE-2011-BLG-0251L
OGLE-2011-BLG-0265L b,2.23,93.32,0,Dwarf Planet,Low,1,OGLE-2011-BLG-0265L
OGLE-2012-BLG-0026L b,13,7.88,0,Ice Giant,High,0,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0026L c,2.13,39.75,0,Dwarf Planet,Low,1,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0358L b,13.4,34.25,0,Gas Giant,High,0,OGLE-2012-BLG-0358L
OGLE-2012-BLG-0406L b,14,22.7,0,Ice Giant,High,0,OGLE-2012-BLG-0406L
OGLE-2012-BLG-0563L b,1.7,93.18,0,Proto Planet,Low,1,OGLE-2012-BLG-0563L
OGLE-2012-BLG-0724L b,13.4,17.54,0,Dwarf Planet,Low,1,OGLE-2012-BLG-0724L
OGLE-2012-BLG-0838L b,2.67,20.46,0,Dwarf Planet,Low,1,OGLE-2012-BLG-0838L
OGLE-2012-BLG-0950L b,13.6,3.91,0,Ice Giant,High,0,OGLE-2012-BLG-0950L
OGLE-2013-BLG-0102L b,10.1,23.84,0,Ice Giant,High,0,OGLE-2013-BLG-0102L
OGLE-2013-BLG-0132L b,13.4,83.59,0,Proto Planet,Low,1,OGLE-2013-BLG-0132L
OGLE-2013-BLG-0341L B b,9.01,3.41,0,Proto Planet,Low,1,OGLE-2013-BLG-0341L
OGLE-2013-BLG-0911L b,11.9,54.2,0,Ice Giant,High,0,OGLE-2013-BLG-0911L
OGLE-2013-BLG-1721L b,2.34,109.81,0,Chthonian Planet,Low,1,OGLE-2013-BLG-1721L
OGLE-2013-BLG-1761L b,12.9,116.01,0,Garden World,Medium,1,OGLE-2013-BLG-1761L
OGLE-2014-BLG-0124L b,10.5,67.64,0,Ice Giant,High,0,OGLE-2014-BLG-0124L
OGLE-2014-BLG-0221L b,13.3,52.07,0,Dwarf Planet,Low,1,OGLE-2014-BLG-0221L
OGLE-2014-BLG-0319L b,2.22,49.32,0,Gas Giant,High,0,OGLE-2014-BLG-0319L
OGLE-2014-BLG-0676L b,12.9,58.68,0,Proto Planet,Low,1,OGLE-2014-BLG-0676L
OGLE-2014-BLG-1722L b,13.7,52.74,0,Gas Giant,High,0,OGLE-2014-BLG-1722L
OGLE-2014-BLG-1722L c,13.7,107.62,0,Gas Giant,High,0,OGLE-2014-BLG-1722L
OGLE-2014-BLG-1760L b,2.99,74.68,0,Chthonian Planet,Low,1,OGLE-2014-BLG-1760L
OGLE-2015-BLG-0051L b,12.1,78.73,0,Gas Giant,High,0,OGLE-2015-BLG-0051L
OGLE-2015-BLG-0954L b,13.4,72.14,0,Dwarf Planet,Low,1,OGLE-2015-BLG-0954L
OGLE-2015-BLG-0966L b,12.1,122.98,0,Chthonian Planet,Low,1,OGLE-2015-BLG-0966L
OGLE-2015-BLG-1649L b,12.6,44.95,0,Ice Giant,High,0,OGLE-2015-BLG-1649L
OGLE-2015-BLG-1670L b,12.9,50.61,0,Dwarf Planet,Low,1,OGLE-2015-BLG-1670L
OGLE-2015-BLG-1771L b,3.19,2.88,0,Proto Planet,Low,1,OGLE-2015-BLG-1771L
OGLE-2016-BLG-0263L b,4.06,28.48,0,Ice Giant,High,0,OGLE-2016-BLG-0263L
OGLE-2016-BLG-0613L AB b,9.05,60.44,0,Proto Planet,Low,1,OGLE-2016-BLG-0613L
OGLE-2016-BLG-1067L b,5.98,97.43,0,Ice Giant,High,0,OGLE-2016-BLG-1067L
OGLE-2016-BLG-1093L b,13.7,105.99,0,Garden World,Medium,1,OGLE-2016-BLG-1093L
OGLE-2016-BLG-1190L b,1.85,108.66,0,Gas Giant,High,0,OGLE-2016-BLG-1190L
OGLE-2016-BLG-1195L b,13,82.2,0,Proto Planet,Low,1,OGLE-2016-BLG-1195L
OGLE-2016-BLG-1227L b,13.2,121.36,0,Garden World,Medium,1,OGLE-2016-BLG-1227L
OGLE-2016-BLG-1598L b,2,111.32,0,Proto Planet,Low,1,OGLE-2016-BLG-1598L
OGLE-2016-BLG-1800L b,14.1,119.87,0,Gas Giant,High,0,OGLE-2016-BLG-1800L
OGLE-2017-BLG-0173L b,13.7,35.13,0,Gas Giant,High,0,OGLE-2017-BLG-0173L
OGLE-2017-BLG-0373L b,11.4,41.79,0,Ice Giant,High,0,OGLE-2017-BLG-0373L
OGLE-2017-BLG-0406L b,0.997,29.66,0,Proto Planet,Low,1,OGLE-2017-BLG-0406L
OGLE-2017-BLG-0448L b,12.2,49.84,0,Chthonian Planet,Low,1,OGLE-2017-BLG-0448L
OGLE-2017-BLG-0482L b,12.8,12.93,0,Dwarf Planet,Low,1,OGLE-2017-BLG-0482L
OGLE-2017-BLG-0604L b,3.35,23.68,0,Gas Giant,High,0,OGLE-2017-BLG-0604L
OGLE-2017-BLG-0640L b,6.56,40.49,0,Proto Planet,Low,1,OGLE-2017-BLG-0640L
OGLE-2017-BLG-1049L b,9.6,14.66,0,Gas Giant,High,0,OGLE-2017-BLG-1049L
OGLE-2017-BLG-1099L b,6.2,107.71,0,Gas Giant,High,0,OGLE-2017-BLG-1099L
OGLE-2017-BLG-1140L b,12.7,73.19,0,Proto Planet,Low,1,OGLE-2017-BLG-1140L
OGLE-2017-BLG-1237L b,6.91,69.29,0,Gas Giant,High,0,OGLE-2017-BLG-1237L
OGLE-2017-BLG-1275L b,14.3,46.32,0,Chthonian Planet,Low,1,OGLE-2017-BLG-1275L
OGLE-2017-BLG-1375L b,13.7,110.07,0,Chthonian Planet,Low,1,OGLE-2017-BLG-1375L
OGLE-2017-BLG-1434L b,1.49,27.73,0,Ice Giant,High,0,OGLE-2017-BLG-1434L
OGLE-2017-BLG-1522L b,9.86,49.57,0,Garden World,Medium,1,OGLE-2017-BLG-1522L
OGLE-2017-BLG-1691L b,10.6,59.92,0,Ice Giant,High,0,OGLE-2017-BLG-1691L
OGLE-2017-BLG-1806L b,13.6,69.88,0,Dwarf Planet,Low,1,OGLE-2017-BLG-1806L
OGLE-2018-BLG-0298L b,13.9,1.75,0,Proto Planet,Low,1,OGLE-2018-BLG-0298L
OGLE-2018-BLG-0383L b,4.59,21.72,0,Ice Giant,High,0,OGLE-2018-BLG-0383L
OGLE-2018-BLG-0506L b,13.6,109.77,0,Dwarf Planet,Low,1,OGLE-2018-BLG-0506L
OGLE-2018-BLG-0516L b,9.12,17.86,0,Ice Giant,High,0,OGLE-2018-BLG-0516L
OGLE-2018-BLG-0532L b,1.97,3.99,0,Ice Giant,High,0,OGLE-2018-BLG-0532L
OGLE-2018-BLG-0567L b,13.6,92.44,0,Ice Giant,High,0,OGLE-2018-BLG-0567L
OGLE-2018-BLG-0596L b,6.9,43.37,0,Dwarf Planet,Low,1,OGLE-2018-BLG-0596L
OGLE-2018-BLG-0677L b,7.71,29.54,0,Chthonian Planet,Low,1,OGLE-2018-BLG-0677L
OGLE-2018-BLG-0740L b,12.1,57.09,0,Chthonian Planet,Low,1,OGLE-2018-BLG-0740L
OGLE-2018-BLG-0799L b,14,13.19,0,Ice Giant,High,0,OGLE-2018-BLG-0799L
OGLE-2018-BLG-0932L b,13.8,17.89,0,Proto Planet,Low,1,OGLE-2018-BLG-0932L
OGLE-2018-BLG-0962L b,5.02,112.62,0,Dwarf Planet,Low,1,OGLE-2018-BLG-0962L
OGLE-2018-BLG-0977L b,13.9,104.95,0,Dwarf Planet,Low,1,OGLE-2018-BLG-0977L
OGLE-2018-BLG-1011L b,3.17,36.68,0,Gas Giant,High,0,OGLE-2018-BLG-1011L
OGLE-2018-BLG-1011L c,14.2,119.09,0,Ice Giant,High,0,OGLE-2018-BLG-1011L
OGLE-2018-BLG-1119L b,10.9,65.82,0,Gas Giant,High,0,OGLE-2018-BLG-1119L
OGLE-2018-BLG-1126L b,4.05,58.92,0,Ice Giant,High,0,OGLE-2018-BLG-1126L
OGLE-2018-BLG-1185L b,12.1,33.39,0,Chthonian Planet,Low,1,OGLE-2018-BLG-1185L
OGLE-2018-BLG-1212L b,12.1,113.51,0,Gas Giant,High,0,OGLE-2018-BLG-1212L
OGLE-2018-BLG-1269L b,3.67,58.79,0,Proto Planet,Low,1,OGLE-2018-BLG-1269L
OGLE-2018-BLG-1367L b,7.04,91.61,0,Garden World,Medium,1,OGLE-2018-BLG-1367L
OGLE-2018-BLG-1428L b,6.97,70.87,0,Proto Planet,Low,1,OGLE-2018-BLG-1428L
OGLE-2018-BLG-1647L b,3.76,115.66,0,Proto Planet,Low,1,OGLE-2018-BLG-1647L
OGLE-2018-BLG-1700L b,14.1,77.74,0,Proto Planet,Low,1,OGLE-2018-BLG-1700L
OGLE-2019-BLG-0249L b,13.8,82.38,0,Garden World,Medium,1,OGLE-2019-BLG-0249L
OGLE-2019-BLG-0299L b,12.1,108.29,0,Chthonian Planet,Low,1,OGLE-2019-BLG-0299L
OGLE-2019-BLG-0304L b,1.43,24.86,0,Ice Giant,High,0,OGLE-2019-BLG-0304L
OGLE-2019-BLG-0362L b,2.7,119.77,0,Ice Giant,High,0,OGLE-2019-BLG-0362L
OGLE-2019-BLG-0468L b,13.787,47.67,17.855182,Dwarf Planet,Low,1,OGLE-2019-BLG-0468L
OGLE-2019-BLG-0468L c,10.54,16.77,86.647661,Dwarf Planet,Low,1,OGLE-2019-BLG-0468L
OGLE-2019-BLG-0679L b,16.948,49.07,1.763588,Gas Giant,High,0,OGLE-2019-BLG-0679L
OGLE-2019-BLG-0954L b,3.438,86.26,10.91647,Ice Giant,High,0,OGLE-2019-BLG-0954L
OGLE-2019-BLG-0960L b,14,120.65,22.26492,Dwarf Planet,Low,1,OGLE-2019-BLG-0960L
OGLE-2019-BLG-1053L b,1.9,35.88,20.4415,Dwarf Planet,Low,1,OGLE-2019-BLG-1053L
OGLE-2019-BLG-1180L b,1.9,18.89,13.6088,Chthonian Planet,Low,1,OGLE-2019-BLG-1180L
OGLE-2019-BLG-1470L AB c,8.86,113.9,134.4628,Garden World,Medium,1,OGLE-2019-BLG-1470L
OGLE-2019-BLG-1492L b,5.44,76.94,284.215,Dwarf Planet,Low,1,OGLE-2019-BLG-1492L
OGLE-2023-BLG-0836L b,1.13,60.61,34.169,Proto Planet,Low,1,OGLE-2023-BLG-0836L
OGLE2-TR-L9 b,2.87,36.35,59.73667,Dwarf Planet,Low,1,OGLE2-TR-L9
OGLE-TR-10 b,2.58,25.22,7.685,Dwarf Planet,Low,1,OGLE-TR-10
OGLE-TR-111 b,12.442,81.05,3.90512,Ice Giant,High,0,OGLE-TR-111
OGLE-TR-113 b,2.802,95.5,19.00547,Chthonian Planet,Low,1,OGLE-TR-113
OGLE-TR-132 b,1.19,14.59,21.185,Garden World,Medium,1,OGLE-TR-132
OGLE-TR-182 b,1.21,36.62,31.828,Chthonian Planet,Low,1,OGLE-TR-182
OGLE-TR-211 b,1.31,97.38,7.008151,Ice Giant,High,0,OGLE-TR-211
